,sCD40L,EGF,Eotaxin,FGF-2,FLT-3L,Fractalkine,G-CSF,GROα,IFN-α2,IFNγ,IL-1α,IL-1β,IL-1RA,IL-2,IL-3,IL-4,IL-5,IL-6,IL-7,IL-8,IL-9,IL-10,IL-12p40,IL-12p70,IL-13,IL-15,IL-17A,IL-17E/IL-25,IL-17F,IL-18,IL-22,IL-27,IP-10,MCP-1,MCP-3,M-CSF,MDC,MIG/CXCL9,MIP-1α,MIP-1β,PDGF-AA,PDGF-AB/BB,RANTES,TGFα,TNFα,TNFβ,VEGF-A,6CKine,BCA-1,CTACK,ENA-78,Eotaxin-2,Eotaxin-3,I-309,IL-16,IL-21,IL-23,IL-33,LIF,MCP-2,MCP-4,MIP-1δ,SCF,SDF-1α+β,TARC,TPO,TRAIL
IL-12p40,0.5561720433685896,0.5874933993560635,0.43574321605055727,0.7498547775640237,0.5080751767163396,0.7312297189994015,0.5660722887587407,0.5654242062089091,0.6056810213808427,0.6448534591346666,0.5381615831109482,0.5776518411610805,0.6423326594667617,0.7054119963004113,0.3579223971889556,0.7377892243744667,0.5682408938028993,0.6089721117676469,0.690965151571574,0.6197221710352397,0.6161451064498689,0.5725468852242508,0.0,0.6905272188978578,0.7041019851098942,0.7270142555329809,0.1845648583150487,0.5680524774935325,0.32208821744853755,0.41274570086206486,0.8115061542903483,0.5356004376263245,0.5819765102454524,0.6173201158816288,0.6994581948067096,0.5857019539369267,0.34326516700437454,0.47444108600529983,0.6144250808698775,0.5554571040479074,0.5380699137335724,0.5126210913925655,0.5680645995551273,0.49821603963102085,0.5332616322930122,0.757112787455406,0.6315984461427031,0.26003305037067437,0.5001071054317812,0.3262933626013976,0.501720503474382,0.37013267579716636,0.22818832997859745,0.2649329537297016,0.4881903462139082,0.18202091592946734,0.23830768941253905,0.1765502002190707,0.4571024133514498,0.5185820903509835,0.17674890100606966,0.4673270369704733,0.21089340819601937,0.23788868586471534,0.32208569493284867,0.23376191107847671,0.5921600797883656
IL-12p70,0.43183797507623745,0.6069288563287811,0.5939690667853285,0.06403145536962285,0.549075096930015,0.19571673093487424,0.6149993504473458,0.5871657942008044,0.07452408310257486,0.3558711130467197,0.5579702337583061,0.5195726515203576,0.625163120528639,0.04837254929150864,0.42384703674668883,0.036984866658130444,0.3676795462096033,0.6996051103859038,0.40126511244721313,0.5003747960916425,0.2170040184247058,0.5745584491403328,0.6905272188978578,0.0,0.02290455710199485,0.11093393658991202,0.6109221994520072,0.17613171363953023,0.5783548803208169,0.6056600722763256,0.14695878091607673,0.41433452571416074,0.6022246190720812,0.6009048027678524,0.30625420313708035,0.5232869578680542,0.5642585506245508,0.6737765300671825,0.5397066757094101,0.6945025123215375,0.4222143934760231,0.5554163162274577,0.5021631084960202,0.4347179531564492,0.24211617973595861,0.11454819073826866,0.5274460685665427,0.35700674724248244,0.530821625741062,0.6097229368640646,0.6287652911085613,0.696550056625367,0.4525689968322842,0.6487378847700653,0.72260306256361,0.6408678395338225,0.6565791435695519,0.6803079278381547,0.23965685756531108,0.6659102155245149,0.6817199081060363,0.389702290794785,0.6039884894727489,0.6666291433131473,0.5787083591725936,0.6761021573447189,0.6452431610446889
IL-13,0.3784958510675053,0.610691809762756,0.5903971556743342,0.047142934750818655,0.5304274559914747,0.17957665377206533,0.6351899285441812,0.592550563978657,0.0863127368885016,0.3670771528624144,0.5899784921971067,0.5495839067579753,0.6515179447487884,0.04378384136135366,0.4578097219719193,0.023284583724266283,0.3564244211928457,0.6959239636137604,0.38850385266878174,0.5495250383048642,0.16731125461039087,0.5782903019996928,0.7041019851098942,0.02290455710199485,0.0,0.08913292292320124,0.6389654153083099,0.1515842633521518,0.6246020444798045,0.597538453118066,0.07189176644804779,0.36276098489810604,0.607651765675787,0.6310070810410904,0.3059755118376609,0.5595904976438804,0.5134530695378889,0.660536195577751,0.5389280872923731,0.7058801264146928,0.35717748750037176,0.5077233700795833,0.45843655562811947,0.48315719864966467,0.24216399490535345,0.05422590993032006,0.5160648184076649,0.3843587984431993,0.5055133802424081,0.540846834863929,0.5799852808772059,0.6792517346029854,0.5251559897516119,0.6498515528777166,0.7282208400250274,0.7033817924242642,0.696372241249719,0.7323804389924333,0.2992417843713912,0.6509116160959851,0.7293289145951884,0.3649697085655961,0.6628447138134619,0.6495929622562931,0.5398025257522252,0.7320630009581213,0.6673895903195419
IL-15,0.43363010194109314,0.5491440534382549,0.7506410975498359,0.0802346982695204,0.633483446752636,0.2833933290239706,0.5726449471032609,0.5526664240613606,0.24072881662828566,0.32109677351504984,0.47307237816334635,0.4345864954131022,0.4928552463087797,0.050174936866911546,0.41408392053489157,0.10176548443261091,0.3400227702488694,0.5406232175657545,0.45608181852166824,0.4805741374853106,0.2320465723059078,0.44814162119868245,0.7270142555329809,0.11093393658991202,0.08913292292320124,0.0,0.7131953404796649,0.29534916116637167,0.7871008762653073,0.6062284898636705,0.07602909364689536,0.39562281767678775,0.5629667342718374,0.5418553734731668,0.2658339886789499,0.46896544320037986,0.581037377956996,0.545162584023561,0.49932770243633123,0.567015582619126,0.4023543155878963,0.5235387722760965,0.49396171044185233,0.6367221084751151,0.24435011442990245,0.10017537472955285,0.49197871482550143,0.48455719807338765,0.5290248551948864,0.5868042344920688,0.574353917129046,0.607188978485122,0.5978302035546846,0.6673109376170061,0.6883153107886195,0.7305704273218574,0.7774734758513,0.7817499977998976,0.46704949025651826,0.6119179454372762,0.7412391848833662,0.3800781095087453,0.6863159284880154,0.6959955516150527,0.604255601897143,0.7570645525136874,0.5779533509918627
IL-17A,0.5671378065281181,0.5334387297729518,0.4005824761428967,0.6648147975294263,0.3906469006279011,0.5998259402292504,0.5148781508034976,0.535302765376859,0.47474396779269945,0.5741859811148289,0.49474894159689187,0.5262052911428977,0.5892360142954358,0.6560015799477728,0.5013435446501567,0.6206245876325523,0.5951861742170451,0.602357035140278,0.5020476941991918,0.5341640010266604,0.5169848560800039,0.5558232972117819,0.1845648583150487,0.6109221994520072,0.6389654153083099,0.7131953404796649,0.0,0.3860467022595183,0.09565018836067202,0.5416480405050367,0.747101514913892,0.5703231806450568,0.5540339625193037,0.5602140062427959,0.6330562305216734,0.5259628148369007,0.489586719103196,0.5950998099349774,0.5410236359122534,0.5748909510223265,0.6318596720212095,0.5614595533892645,0.565937100093825,0.19774288702215964,0.40177752945108136,0.6818125059593375,0.6364189250974351,0.37808100628977653,0.5103061775870218,0.5286273668794913,0.5731862215756647,0.4783662942940302,0.26471384503196205,0.4467113121863758,0.5257612347719727,0.23504390327201286,0.2663334225794497,0.18667216681315218,0.20617353962050933,0.5648729421066649,0.2635386433522262,0.6145581254989917,0.34303132082379856,0.41869968419519726,0.5477448793760391,0.36399901593730677,0.5765151087255613
IL-17E/IL-25,0.3412863169520757,0.6663955799650414,0.4906717158974256,0.17053483315016804,0.3228612999569453,0.22549565195284033,0.6658882075110591,0.6214026384677735,0.06316674668298367,0.43109801607423764,0.5995891792309737,0.5789359477619793,0.6960254215117112,0.2241985828927106,0.6207558414059029,0.1371760837679652,0.4676650252094409,0.697499588338863,0.3153685754089931,0.6125710078526732,0.15178937992693115,0.5893889123119153,0.5680524774935325,0.17613171363953023,0.1515842633521518,0.29534916116637167,0.3860467022595183,0.0,0.35202846369530927,0.620540107493747,0.2318460403640929,0.2935606405775918,0.6519476197264257,0.6832307281138634,0.3367215942196483,0.5623780184903939,0.5177113411746029,0.5736486136101797,0.5558151670130305,0.7167979705018204,0.37191321994484505,0.49095658983389057,0.4134727234194622,0.28034238601282735,0.25540360977130416,0.17571561965871568,0.6233735417943528,0.3912221265549344,0.49083034049761187,0.518129282150368,0.5895882080100117,0.6479358882769678,0.5394348218703943,0.6303056807270506,0.7119915064354156,0.660431309681649,0.5793522564436504,0.6610865043464103,0.23342780271520502,0.6465741068615247,0.6994602467430905,0.45354318016604395,0.6286979155298593,0.6119505014814798,0.5641765033717732,0.6990478985243662,0.7055826476997502
IL-17F,0.5187148893386107,0.5673546115730617,0.2526591134288156,0.6506496514419404,0.2465067184974229,0.5153741282041843,0.5499395831963622,0.5537001460084441,0.4049803227579308,0.575574908347547,0.5054115669496612,0.529475434968521,0.5923298120005669,0.6738616090028771,0.6399835142690805,0.5910355358802013,0.6408948380749404,0.6118904867840959,0.3922350821863441,0.5380101643174902,0.5085986982520082,0.5715760613485745,0.32208821744853755,0.5783548803208169,0.6246020444798045,0.7871008762653073,0.09565018836067202,0.35202846369530927,0.0,0.5291200081862679,0.7763017062486237,0.530436738679324,0.5600074518129106,0.5755035088679135,0.6402169225126068,0.5247931050067955,0.5093606247846875,0.600535786879972,0.5508793018941616,0.6060367557424601,0.6237484102332846,0.5505170870474179,0.4990509129561069,0.06476227346070695,0.4929432345922695,0.671064020114678,0.6697303490901728,0.418734549180258,0.48493502409075967,0.5255990541720154,0.5761393625446001,0.5023831895255213,0.37538567586772054,0.47910178637163253,0.5101847786855909,0.3566429725699225,0.22751752891286053,0.28295887878502435,0.20264030522611465,0.5581484119022282,0.3879779791697169,0.6259222538359703,0.38854161627160283,0.44892692344742524,0.5425295352316831,0.36385399998719525,0.5681123545955926
IL-18,0.4401832814948579,0.520625327759488,0.353402201281641,0.5969723994242462,0.5659106524311195,0.6342723297178425,0.5874016983483412,0.552441945731638,0.6048957180550691,0.5966845651338616,0.565459706239489,0.5835476219974828,0.5757972798902783,0.5881144662975177,0.5096186576843914,0.5938156502187562,0.5562419238010143,0.5491007260610264,0.6199375721025484,0.6347962960494868,0.6049522577794431,0.5523961838102747,0.41274570086206486,0.6056600722763256,0.597538453118066,0.6062284898636705,0.5416480405050367,0.620540107493747,0.5291200081862679,0.0,0.662873809988424,0.4846714896144039,0.5643702266965412,0.598962634111227,0.6797961148957503,0.5759085226217237,0.3397350930971762,0.486034603477123,0.6351598039923984,0.5143890397238726,0.4005663863050447,0.3065214280407287,0.3789205117697576,0.5875300605285971,0.6149330070848503,0.6427676509848865,0.49421129420496773,0.4845519309565756,0.484619933967144,0.3482941844607412,0.5233885617546917,0.39693430402550256,0.4190662057334274,0.20059368615297685,0.3464268533609557,0.4669396428658322,0.49634717566126046,0.46067868409956475,0.63268822092537,0.5509539143297171,0.4633964352653013,0.4026399455130802,0.45473104555012106,0.2877026134001316,0.26984013646567306,0.45619123951932716,0.6067071080303744
IL-22,0.3883669884408687,0.5479869924201249,0.6733330751123784,0.08188641851504391,0.5186486060820302,0.16192611477910684,0.604661149995436,0.5000722280445894,0.23339146249873816,0.09122422146663367,0.8442290687843175,0.34718138025392403,0.5286027236125919,0.10365592152312808,0.5304613383105624,0.09513536737123529,0.3486794675507293,0.528683143261191,0.37542389251708197,0.5071266254383532,0.10589985242114891,0.4460370973664167,0.8115061542903483,0.14695878091607673,0.07189176644804779,0.07602909364689536,0.747101514913892,0.2318460403640929,0.7763017062486237,0.662873809988424,0.0,0.3176005134843109,0.5022679549826631,0.5391302156028216,0.19612547315294554,0.46691944938521995,0.537200082794342,0.5671556343471762,0.18846626681675605,0.602361843946074,0.3043451288974425,0.4866225567679393,0.38057672251194774,0.6175524620586924,0.22552627962104344,0.014243273040557114,0.3624494030078847,0.6090647252680271,0.49914457221949343,0.5693308251477381,0.4968532404188125,0.6931917543197617,0.7867488442672861,0.7503878673704217,0.7045853604591232,0.8406987457878506,0.8030264911564573,0.846202285795369,0.5405421540107979,0.5397735060756769,0.8439561414255995,0.37585517285271214,0.8191674496741594,0.798197392030475,0.6138439023805415,0.8352660131438064,0.6885857367791555
IL-27,0.3024120731889979,0.6930199251257576,0.45934987334562,0.35868620452235667,0.33540328724566915,0.4070580370765591,0.661906638570377,0.6045499587904699,0.3323180285403844,0.5290685110791586,0.6320159180556555,0.6225999285083026,0.6275696406655851,0.42057840196976554,0.6106978134035576,0.3818053296843241,0.4910967659522589,0.5068679289044453,0.33902453754304296,0.7132630173540444,0.348328019790611,0.5117790974875538,0.5356004376263245,0.41433452571416074,0.36276098489810604,0.39562281767678775,0.5703231806450568,0.2935606405775918,0.530436738679324,0.4846714896144039,0.3176005134843109,0.0,0.6048470273968947,0.6805649386546121,0.4903954748419297,0.587433070890874,0.4378887952451555,0.3634506810910966,0.6023436764891662,0.5472622823336694,0.271736751767452,0.4127507768017169,0.31643745039591475,0.5151878866936624,0.4534183477775241,0.3125365944502646,0.5917860269762775,0.47555626172406684,0.3903869723036041,0.26954978237343763,0.5072921142056401,0.4232423965127542,0.6109466004648446,0.559760660606205,0.6593475899356074,0.6520401866377379,0.6223903181605995,0.6343929168173728,0.5030939325598824,0.5349093195350785,0.6480776306340535,0.40170259457229623,0.6313079543847193,0.47945243226114226,0.4940023995205293,0.6488255260628758,0.70451616969041
IP-10,0.6221994672696766,0.3362833297640523,0.6071530861318323,0.5973971325483204,0.5669193117155498,0.4625851811338284,0.25923399265547536,0.35236734768802536,0.6194492882825372,0.5497494627245078,0.528703625910325,0.5270108436748009,0.3525977464385115,0.5799091695195121,0.43091258964529355,0.5938989194375391,0.565373583179394,0.3037262679991966,0.4610180449003303,0.4053479316280495,0.6438852011600567,0.5337059505906103,0.5819765102454524,0.6022246190720812,0.607651765675787,0.5629667342718374,0.5540339625193037,0.6519476197264257,0.5600074518129106,0.5643702266965412,0.5022679549826631,0.6048470273968947,0.0,0.403663806158572,0.44866101417856435,0.5208380776946653,0.6097000011246836,0.4197113817462666,0.35651849721336903,0.3646920870599902,0.6416282804649827,0.5991848643255834,0.607580179113525,0.5508677709739791,0.5841819947030844,0.5655322766035642,0.35422185022747066,0.6745444869682187,0.4733818940462725,0.5840023513475383,0.31198685963977546,0.5830591850385859,0.6201664574315345,0.6097381424282121,0.4034072822793281,0.5703386677964133,0.556530907943628,0.557965621486971,0.6655872814783721,0.19171631458736732,0.565899604193793,0.6253996597343136,0.5875564333097405,0.6235123292472752,0.6103946785145873,0.5508659868500163,0.21974259377185368
MCP-1,0.7200399769625531,0.2206923591574484,0.6285000672461898,0.5815705098139836,0.6077411025471787,0.5358466264535318,0.22512979674640787,0.27777489487600027,0.6822417968412876,0.4113686386544084,0.3970094571536109,0.359177205936173,0.22629500447754958,0.5735618945223709,0.6380303102683214,0.6031537527704339,0.4994291462053323,0.34474335472888884,0.5424252012661087,0.23299418653355453,0.6181418229185277,0.38272890211540783,0.6173201158816288,0.6009048027678524,0.6310070810410904,0.5418553734731668,0.5602140062427959,0.6832307281138634,0.5755035088679135,0.598962634111227,0.5391302156028216,0.6805649386546121,0.403663806158572,0.0,0.4150501510364318,0.20356393950421786,0.6958480569398092,0.5051261725701531,0.3180044724005151,0.2509855181755354,0.7395164658635571,0.6496927363997508,0.67284355821107,0.515179744030184,0.45929996870532763,0.6020927093834462,0.3354020545975702,0.7296881319786758,0.5597573485536119,0.7071888933441516,0.5506334841902787,0.5193665282360433,0.6362265777666379,0.6143427099917701,0.41584699119279694,0.5624836562687338,0.5865186375529701,0.5733357624445625,0.6583392409424124,0.4742802583628449,0.5661121167259308,0.6072177399218679,0.5928428010016537,0.6945755531945037,0.6594949429873453,0.5545774785755823,0.3393474503947611
MCP-3,0.531460474947343,0.47394294863487957,0.6882581878575124,0.2625184387650085,0.4754490848856319,0.29107106916555026,0.3658763603565468,0.42219643511470667,0.32369252493569567,0.46441501620028497,0.5850674947418973,0.5639739856863174,0.4253290907097388,0.27439697303091415,0.6060216264794062,0.27116201667632805,0.44502239387743736,0.3891951656872077,0.42772838988010353,0.32312185490708756,0.3184503566456571,0.5580980165768931,0.6994581948067096,0.30625420313708035,0.3059755118376609,0.2658339886789499,0.6330562305216734,0.3367215942196483,0.6402169225126068,0.6797961148957503,0.19612547315294554,0.4903954748419297,0.44866101417856435,0.4150501510364318,0.0,0.4300248906585008,0.6774286365302757,0.40638824028877935,0.42070613481642843,0.45984099789970234,0.5234411427776363,0.6031975221558683,0.5969228122101519,0.5138302875747784,0.4372890006740942,0.2523390774260397,0.36769545592792596,0.6068802982042207,0.5659577033761016,0.7153253419470447,0.5482339961809828,0.6218987204367205,0.6491133824218742,0.7072532614359246,0.5792953861623854,0.7221458146485026,0.7053669014595187,0.7406667031832972,0.47387630367496686,0.4448187723790373,0.7316636282282144,0.39628913925644094,0.7095572510829904,0.7697747618999611,0.6899644534991944,0.7321315299821194,0.37662339588432503
M-CSF,0.6860671229660966,0.44733444151724744,0.6030695094169098,0.5028948456869473,0.5087932493920432,0.5368361531073852,0.4363157971430411,0.46745198235579133,0.5698667371482152,0.43530808445787683,0.25456306374721716,0.18798576647930632,0.27361641552275096,0.5122854642646334,0.6300367567037388,0.5348597748563776,0.4850731570286237,0.4339048872993585,0.4130962468323282,0.2554713890260575,0.5107733348789699,0.39359510025095346,0.5857019539369267,0.5232869578680542,0.5595904976438804,0.46896544320037986,0.5259628148369007,0.5623780184903939,0.5247931050067955,0.5759085226217237,0.46691944938521995,0.587433070890874,0.5208380776946653,0.20356393950421786,0.4300248906585008,0.0,0.7098762526061493,0.532919909593567,0.43884084525491607,0.3763053422912107,0.6948180050179178,0.5819581868919637,0.5852996021217192,0.47425032721816807,0.38823007620866407,0.536908071851033,0.5482216447726209,0.632047457463417,0.583292789602962,0.694286714907362,0.6618455334535105,0.5694006984823451,0.5919115838885723,0.5895147399578607,0.5234031872793331,0.5305286962632929,0.548650619469825,0.5454920998343501,0.5401603336153475,0.5178525831883445,0.5523388374116333,0.546459491946374,0.5552954810827815,0.6966381119488252,0.6790414040463513,0.5307799090973571,0.38631288152800836
MDC,0.28136207989989553,0.5757985737096032,0.3927766907136162,0.5649797165445201,0.4842279300720211,0.5675110104616895,0.6391666115772832,0.5734582433597003,0.5074467649921718,0.5957368332134071,0.6279056047575734,0.6412862494224109,0.732122225746172,0.530762585160939,0.47198282107649403,0.5248170930060355,0.5366419933360623,0.6510317798054337,0.6267465131338243,0.7510146270182815,0.49656541995359105,0.5995749091618698,0.34326516700437454,0.5642585506245508,0.5134530695378889,0.581037377956996,0.489586719103196,0.5177113411746029,0.5093606247846875,0.3397350930971762,0.537200082794342,0.4378887952451555,0.6097000011246836,0.6958480569398092,0.6774286365302757,0.7098762526061493,0.0,0.5037644192372335,0.6610312272831618,0.6392921130751447,0.2597286896322729,0.34147722894250776,0.35106702832397885,0.5632031897520364,0.5908514359740636,0.5246876880286796,0.48244474821669797,0.4127671346553923,0.4894930367892928,0.18408106016678155,0.3389986921515567,0.40766838462657445,0.47725218156807736,0.3566048667534987,0.5188202403411395,0.4889202730866995,0.5049420933510244,0.4908926574411085,0.5430305793308771,0.5435620895589974,0.47707085908183494,0.405293627037698,0.4728837367872185,0.24927045097439265,0.17979592321731364,0.49595605160409545,0.6553817198065555
MIG/CXCL9,0.46851473076472505,0.545115656955983,0.5518866219242028,0.5707962375619741,0.3640176952362073,0.6198938176982491,0.5119590775644908,0.5314968313544184,0.6126696844518175,0.4197090397723875,0.5139408600062028,0.5212126919908152,0.4171276291052319,0.6228967180676321,0.6134411009837961,0.6338406275217288,0.5667107328920573,0.2971021597514212,0.5174269495829686,0.568795373976623,0.590196229001933,0.30189329965289646,0.47444108600529983,0.6737765300671825,0.660536195577751,0.545162584023561,0.5950998099349774,0.5736486136101797,0.600535786879972,0.486034603477123,0.5671556343471762,0.3634506810910966,0.4197113817462666,0.5051261725701531,0.40638824028877935,0.532919909593567,0.5037644192372335,0.0,0.5608969438951729,0.35946016190799357,0.4488228007743206,0.4480543716559814,0.5128243089584842,0.613441910864288,0.6381638979463096,0.5745660768842381,0.5563531690321173,0.6546452579836711,0.4518087242929173,0.38570446364901584,0.38826323549283703,0.3644436720561973,0.6439622074144191,0.4170221894133776,0.5492558355586102,0.5716731130237813,0.5986970795408861,0.5688791283766218,0.6694526138924035,0.4287276721733238,0.5343563520865149,0.5650095449578272,0.5776499189479228,0.4688951322062223,0.5237281529819471,0.5500836005292928,0.5081879092878455
MIP-1α,0.6417094847606759,0.34458174746927106,0.6018612959504888,0.5238999915464454,0.52672411870644,0.4684715810157504,0.3828974471997264,0.44230713428190044,0.5745400621669289,0.5325023733782543,0.4451791574991989,0.4613594048643173,0.3553351641795002,0.5091803682191177,0.610034829490611,0.5194129958600223,0.5184558098370622,0.40560631386683843,0.3508297144275875,0.3629172321764619,0.5473025046536213,0.5238123794410461,0.6144250808698775,0.5397066757094101,0.5389280872923731,0.49932770243633123,0.5410236359122534,0.5558151670130305,0.5508793018941616,0.6351598039923984,0.18846626681675605,0.6023436764891662,0.35651849721336903,0.3180044724005151,0.42070613481642843,0.43884084525491607,0.6610312272831618,0.5608969438951729,0.0,0.22825900914598918,0.6528082757891596,0.6122267873158099,0.5897717582214739,0.4981224971781038,0.2851384623096586,0.4748751012839254,0.3264901068567304,0.6671194350119438,0.5708565782655538,0.6733500499763929,0.5255153121410638,0.6285153665105764,0.6469195207942982,0.652086754684229,0.25809960181843306,0.5911489920339774,0.5669510190930006,0.5815196846789297,0.5910415666643845,0.38693012433002527,0.591099298666086,0.5598401544495879,0.6046885937147388,0.6884592802762877,0.648999589664483,0.5750641842203367,0.2749829362851297
MIP-1β,0.6405809073704689,0.26978193687494934,0.6372433436375537,0.6621076561305934,0.5545225228212174,0.5581839244585477,0.3007509411770916,0.4124232419104438,0.7410815289049241,0.5356144473017154,0.428579468898822,0.42948450538070804,0.23241062581389976,0.6399171031292538,0.6426460173209426,0.6850924104118574,0.5924685484253258,0.21422566152230021,0.5684414283920626,0.3954764826437348,0.7268175823907379,0.3866861082152838,0.5554571040479074,0.6945025123215375,0.7058801264146928,0.567015582619126,0.5748909510223265,0.7167979705018204,0.6060367557424601,0.5143890397238726,0.602361843946074,0.5472622823336694,0.3646920870599902,0.2509855181755354,0.45984099789970234,0.3763053422912107,0.6392921130751447,0.35946016190799357,0.22825900914598918,0.0,0.6261271726860991,0.5825180039256654,0.5911802730989801,0.5901510650838715,0.4491658528056291,0.6483488955950962,0.3392951541367849,0.7504446212699768,0.5446039388119248,0.5819683408496491,0.45081780509438074,0.48585876551064483,0.671406133769668,0.5502009581712759,0.3109814217959017,0.596378540189547,0.6234877524070546,0.5963798036942254,0.7801821798468773,0.38051380483823294,0.5627366920620007,0.6028276996997565,0.6047795645790983,0.5924471133377862,0.5759115978984006,0.5764303200372721,0.3304087512160151
PDGF-AA,0.11619385231966611,0.5982427053316295,0.47576110786891684,0.32090909280169555,0.44706016659581643,0.47168452907638025,0.6996087857757255,0.6114995824888144,0.38143696715335057,0.550555718920287,0.6607403354367545,0.6526666776539816,0.7307458823676932,0.393898847724674,0.5633226758986315,0.3553790324347529,0.4771473258874319,0.6086309262773911,0.39437570148369583,0.7741636774696938,0.373019244200671,0.5885479975930542,0.5380699137335724,0.4222143934760231,0.35717748750037176,0.4023543155878963,0.6318596720212095,0.37191321994484505,0.6237484102332846,0.4005663863050447,0.3043451288974425,0.271736751767452,0.6416282804649827,0.7395164658635571,0.5234411427776363,0.6948180050179178,0.2597286896322729,0.4488228007743206,0.6528082757891596,0.6261271726860991,0.0,0.19856044261729355,0.23998310116857213,0.6051201375607689,0.5564503628220852,0.35146250078576896,0.4910307412597914,0.47789453325583103,0.46462151371037574,0.26936533156031894,0.3583419594666859,0.4952008957626519,0.5825204079273396,0.41914546432885014,0.6145509831701315,0.6533830977143849,0.6819012895704324,0.6638298627411401,0.5620158797813759,0.5759798550387087,0.6180288372902838,0.3495170095219105,0.6276331245628493,0.32369105334829285,0.22911347630258494,0.6584163987778846,0.7216392144934842
PDGF-AB/BB,0.34753654701402414,0.5763130533525438,0.3766494922088682,0.47153714833194227,0.42905367502612046,0.5665993161459049,0.6405093212463576,0.5724165186690372,0.5289635207256562,0.5713258870711273,0.6047499726911314,0.6041523036852703,0.6248195044739557,0.5233419048386109,0.6083176875603787,0.5027410084965481,0.4752545917151531,0.5340124301328752,0.46044930624890884,0.6897067449046798,0.49174589406532504,0.5518550710521243,0.5126210913925655,0.5554163162274577,0.5077233700795833,0.5235387722760965,0.5614595533892645,0.49095658983389057,0.5505170870474179,0.3065214280407287,0.4866225567679393,0.4127507768017169,0.5991848643255834,0.6496927363997508,0.6031975221558683,0.5819581868919637,0.34147722894250776,0.4480543716559814,0.6122267873158099,0.5825180039256654,0.19856044261729355,0.0,0.29879541915002816,0.5574805777239074,0.5900727695782949,0.48380471049476714,0.49913141243510484,0.5297869026695474,0.5140923877854048,0.33924734632339026,0.4734168399079156,0.4746999183582041,0.5764451215060414,0.24944597358018938,0.4524897404952206,0.5788910865426832,0.5857493548971603,0.5713818794317158,0.5942006170996533,0.549404640634927,0.55915887456679,0.4215662766817804,0.5780983269129044,0.38772438844865253,0.30348574455535926,0.5629028814711905,0.6352670527073807
RANTES,0.2506185608461269,0.6254886802056896,0.38317782158333735,0.4222944813119228,0.342698546132208,0.4971440989470763,0.6383296024797729,0.5753500871319693,0.4622629787135967,0.5622168575502875,0.6269347997941775,0.626132795727309,0.6736538318317186,0.48842707224757853,0.6495146724846006,0.452981562140529,0.5134654751522694,0.5666086227502571,0.3832100453779861,0.7248003142202568,0.37464160172715005,0.5639565175305327,0.5680645995551273,0.5021631084960202,0.45843655562811947,0.49396171044185233,0.565937100093825,0.4134727234194622,0.4990509129561069,0.3789205117697576,0.38057672251194774,0.31643745039591475,0.607580179113525,0.67284355821107,0.5969228122101519,0.5852996021217192,0.35106702832397885,0.5128243089584842,0.5897717582214739,0.5911802730989801,0.23998310116857213,0.29879541915002816,0.0,0.5085669270389432,0.5533703514060413,0.402859003105434,0.5813154115010191,0.46596758173390873,0.4535705578483612,0.3407040611910977,0.45220639285549985,0.46223471103943686,0.5601207893743418,0.4546064679083158,0.532668249966349,0.568782991734995,0.5618419555311789,0.5530361398093582,0.510775027867592,0.5555330778974114,0.5758164694531911,0.4450274665249879,0.5509314433665492,0.43853852968778906,0.4128247113551727,0.5658492268579746,0.662910645006116
TGFα,0.49259219500341533,0.5240722584162905,0.3127564997952266,0.47416010391961316,0.2219594506274552,0.3622491104832467,0.5242505316242699,0.5420371091038504,0.2863783398400827,0.484149668199675,0.4990247659292907,0.500687642371788,0.540690164484224,0.5071037826075991,0.7094889407255287,0.4149636994196237,0.5916553460957347,0.5955405926604959,0.2709807529877454,0.48129066531613823,0.3985898312198743,0.5416025142193553,0.49821603963102085,0.4347179531564492,0.48315719864966467,0.6367221084751151,0.19774288702215964,0.28034238601282735,0.06476227346070695,0.5875300605285971,0.6175524620586924,0.5151878866936624,0.5508677709739791,0.515179744030184,0.5138302875747784,0.47425032721816807,0.5632031897520364,0.613441910864288,0.4981224971781038,0.5901510650838715,0.6051201375607689,0.5574805777239074,0.5085669270389432,0.0,0.4144152015896452,0.5197400445459323,0.6014663876657722,0.5468370182749006,0.5183885147888216,0.6006813658592058,0.5851740153385099,0.6003977640247036,0.5320998082684929,0.5759679530522654,0.5694103966269616,0.561939353918457,0.40439904702346924,0.49733094559781416,0.20459828739502012,0.566634104008295,0.6000668581340611,0.6114595563584463,0.5818696677977095,0.5970981759383216,0.5859860635459002,0.5536346781269256,0.541342754268407
